Season,Date,Visitor,Visitor_Goals,Home,Home_Goals,OT,Att.,LOG,Notes
2018,21/11/2018,Toronto Maple Leafs,2,Carolina Hurricanes,5,,12562,02:31,
2018,21/11/2018,Winnipeg Jets,3,Calgary Flames,6,,17661,02:35,
2018,21/11/2018,Boston Bruins,2,Detroit Red Wings,3,OT,19515,02:29,at Little Caesars Arena (Detroit MI)
2018,21/11/2018,Colorado Avalanche,7,Los Angeles Kings,3,,17840,02:40,
2018,21/11/2018,Ottawa Senators,4,Minnesota Wild,6,,19035,02:36,
2018,21/11/2018,Montreal Canadiens,2,New Jersey Devils,5,,16514,02:24,
2018,21/11/2018,St. Louis Blues,1,Nashville Predators,4,,17558,02:39,
2018,21/11/2018,New York Islanders,0,New York Rangers,5,,17297,02:25,
2018,21/11/2018,Dallas Stars,1,Pittsburgh Penguins,5,,18430,02:18,
2018,21/11/2018,Florida Panthers,3,Tampa Bay Lightning,7,,19092,02:28,
2018,21/11/2018,Chicago Blackhawks,2,Washington Capitals,4,,18506,02:30,
2018,23/11/2018,Edmonton Oilers,1,Anaheim Ducks,2,OT,16497,02:23,
2018,23/11/2018,Colorado Avalanche,5,Arizona Coyotes,1,,12029,02:30,
2018,23/11/2018,Pittsburgh Penguins,1,Boston Bruins,2,OT,17565,02:41,
2018,23/11/2018,Montreal Canadiens,2,Buffalo Sabres,3,OT,19070,02:37,
2018,23/11/2018,Florida Panthers,1,Carolina Hurricanes,4,,13226,02:28,
2018,23/11/2018,Toronto Maple Leafs,2,Columbus Blue Jackets,4,,18656,02:21,
2018,23/11/2018,Ottawa Senators,4,Dallas Stars,6,,18532,02:40,
2018,23/11/2018,Winnipeg Jets,2,Minnesota Wild,4,,19116,02:42,
2018,23/11/2018,New York Islanders,4,New Jersey Devils,3,OT,16514,02:38,
2018,23/11/2018,New York Rangers,0,Philadelphia Flyers,4,,19523,02:31,
2018,23/11/2018,Vancouver Canucks,0,San Jose Sharks,4,,17056,02:21,
2018,23/11/2018,Nashville Predators,2,St. Louis Blues,6,,16192,02:30,
2018,23/11/2018,Chicago Blackhawks,2,Tampa Bay Lightning,4,,19092,02:20,
2018,23/11/2018,Calgary Flames,0,Vegas Golden Knights,2,,18206,02:25,
2018,23/11/2018,Detroit Red Wings,1,Washington Capitals,3,,18506,02:32,
2018,24/11/2018,Dallas Stars,2,Colorado Avalanche,3,,18010,02:31,
2018,24/11/2018,Buffalo Sabres,3,Detroit Red Wings,2,SO,19515,02:51,at Little Caesars Arena (Detroit MI)
2018,24/11/2018,Chicago Blackhawks,5,Florida Panthers,4,OT,14283,02:37,
2018,24/11/2018,Vancouver Canucks,4,Los Angeles Kings,2,,17725,02:23,
2018,24/11/2018,Boston Bruins,3,Montreal Canadiens,2,,21302,02:37,
2018,24/11/2018,Carolina Hurricanes,1,New York Islanders,4,,10015,02:23,
2018,24/11/2018,Washington Capitals,5,New York Rangers,3,,16884,02:17,
2018,24/11/2018,Columbus Blue Jackets,2,Pittsburgh Penguins,4,,18602,02:37,
2018,24/11/2018,Winnipeg Jets,8,St. Louis Blues,4,,17028,02:35,
2018,24/11/2018,Philadelphia Flyers,0,Toronto Maple Leafs,6,,19373,02:25,
2018,24/11/2018,San Jose Sharks,0,Vegas Golden Knights,6,,18252,02:34,
2018,25/11/2018,Calgary Flames,6,Arizona Coyotes,1,,12821,02:29,
2018,25/11/2018,Edmonton Oilers,2,Los Angeles Kings,5,,17581,02:39,
2018,25/11/2018,Anaheim Ducks,2,Nashville Predators,5,,17167,02:43,
2018,25/11/2018,New Jersey Devils,2,Tampa Bay Lightning,5,,19092,02:33,
2018,26/11/2018,Columbus Blue Jackets,7,Detroit Red Wings,5,,17510,02:31,at Little Caesars Arena (Detroit MI)
2018,26/11/2018,New Jersey Devils,3,Florida Panthers,4,OT,9456,02:43,
2018,26/11/2018,Washington Capitals,4,New York Islanders,1,,9072,02:20,
2018,26/11/2018,Ottawa Senators,2,New York Rangers,4,,16709,02:37,
2018,26/11/2018,Boston Bruins,2,Toronto Maple Leafs,4,,19286,02:27,
2018,27/11/2018,San Jose Sharks,2,Buffalo Sabres,3,OT,19070,02:39,
2018,27/11/2018,Vegas Golden Knights,8,Chicago Blackhawks,3,,21460,02:26,
2018,27/11/2018,Dallas Stars,0,Edmonton Oilers,1,OT,18347,02:32,
2018,27/11/2018,Arizona Coyotes,4,Minnesota Wild,3,,18706,02:27,
2018,27/11/2018,Carolina Hurricanes,2,Montreal Canadiens,1,,20835,02:27,
2018,27/11/2018,Colorado Avalanche,3,Nashville Predators,2,,17163,02:29,
2018,27/11/2018,Ottawa Senators,4,Philadelphia Flyers,3,,19083,02:28,
2018,27/11/2018,Anaheim Ducks,3,Tampa Bay Lightning,1,,19092,02:25,
2018,27/11/2018,Los Angeles Kings,2,Vancouver Canucks,1,OT,17790,02:26,
2018,27/11/2018,Pittsburgh Penguins,4,Winnipeg Jets,3,,15321,02:23,
2018,28/11/2018,Dallas Stars,4,Calgary Flames,3,OT,17676,02:32,
2018,28/11/2018,Pittsburgh Penguins,3,Colorado Avalanche,6,,17348,02:31,
2018,28/11/2018,St. Louis Blues,3,Detroit Red Wings,4,,18165,02:36,at Little Caesars Arena (Detroit MI)
2018,28/11/2018,Anaheim Ducks,3,Florida Panthers,2,,9078,02:31,
2018,28/11/2018,San Jose Sharks,3,Toronto Maple Leafs,5,,19362,02:36,
2018,29/11/2018,New York Islanders,1,Boston Bruins,2,SO,17565,02:42,
2018,29/11/2018,Minnesota Wild,2,Columbus Blue Jackets,4,,15210,02:28,
2018,29/11/2018,Los Angeles Kings,2,Edmonton Oilers,3,,18347,02:35,
2018,29/11/2018,Arizona Coyotes,3,Nashville Predators,0,,17165,02:33,
2018,29/11/2018,New York Rangers,0,Ottawa Senators,3,,10921,02:13,
2018,29/11/2018,Buffalo Sabres,4,Tampa Bay Lightning,5,,19092,02:33,
2018,29/11/2018,Vegas Golden Knights,4,Vancouver Canucks,3,,16880,02:25,
2018,29/11/2018,Chicago Blackhawks,5,Winnipeg Jets,6,,15321,02:21,
2018,30/11/2018,Anaheim Ducks,2,Carolina Hurricanes,1,OT,13987,02:34,
2018,30/11/2018,Los Angeles Kings,1,Calgary Flames,4,,17989,02:18,
2018,30/11/2018,St. Louis Blues,3,Colorado Avalanche,2,OT,18021,02:38,
2018,30/11/2018,Buffalo Sabres,2,Florida Panthers,3,OT,12179,02:36,
2018,30/11/2018,New Jersey Devils,3,Washington Capitals,6,,18506,02:33,
2018,01/12/2018,St. Louis Blues,1,Arizona Coyotes,6,,13451,02:30,
2018,01/12/2018,Detroit Red Wings,4,Boston Bruins,2,,17565,02:40,
2018,01/12/2018,Vegas Golden Knights,1,Edmonton Oilers,2,,18347,02:19,
2018,01/12/2018,Tampa Bay Lightning,5,Florida Panthers,4,OT,12361,02:47,
2018,01/12/2018,Toronto Maple Leafs,5,Minnesota Wild,3,,19107,02:31,
2018,01/12/2018,New York Rangers,2,Montreal Canadiens,5,,21302,02:26,
2018,01/12/2018,Winnipeg Jets,4,New Jersey Devils,3,OT,16514,02:46,
2018,01/12/2018,Chicago Blackhawks,2,Nashville Predators,5,,17548,02:26,
2018,01/12/2018,Columbus Blue Jackets,2,New York Islanders,3,,13917,02:30,at Nassau Veterans Memorial Coliseum (Uniondale NY)
2018,01/12/2018,San Jose Sharks,2,Ottawa Senators,6,,17531,02:37,
2018,01/12/2018,Philadelphia Flyers,4,Pittsburgh Penguins,2,,18653,02:23,
2018,01/12/2018,Dallas Stars,2,Vancouver Canucks,1,,17387,02:30,
2018,02/12/2018,Calgary Flames,3,Chicago Blackhawks,2,,21074,02:30,
2018,02/12/2018,Colorado Avalanche,2,Detroit Red Wings,0,,18248,02:32,at Little Caesars Arena (Detroit MI)
2018,02/12/2018,Carolina Hurricanes,0,Los Angeles Kings,2,,17546,02:38,
2018,02/12/2018,San Jose Sharks,3,Montreal Canadiens,1,,20301,02:24,
2018,02/12/2018,Winnipeg Jets,4,New York Rangers,3,SO,17464,02:42,
2018,02/12/2018,Anaheim Ducks,6,Washington Capitals,5,,18506,02:35,
2018,03/12/2018,Edmonton Oilers,1,Dallas Stars,4,,18125,02:34,
2018,03/12/2018,Tampa Bay Lightning,5,New Jersey Devils,1,,13394,02:32,
2018,03/12/2018,Buffalo Sabres,1,Nashville Predators,2,,17311,02:31,
2018,04/12/2018,Toronto Maple Leafs,4,Buffalo Sabres,3,OT,19070,02:38,
2018,04/12/2018,Calgary Flames,9,Columbus Blue Jackets,6,,14885,02:30,
2018,04/12/2018,Tampa Bay Lightning,6,Detroit Red Wings,5,SO,18477,02:42,at Little Caesars Arena (Detroit MI)
2018,04/12/2018,Boston Bruins,0,Florida Panthers,5,,12058,02:40,
2018,04/12/2018,Arizona Coyotes,2,Los Angeles Kings,1,,17203,02:32,
2018,04/12/2018,Ottawa Senators,2,Montreal Canadiens,5,,20705,02:25,
2018,04/12/2018,Winnipeg Jets,3,New York Islanders,1,,9125,02:22,
2018,04/12/2018,Colorado Avalanche,3,Pittsburgh Penguins,6,,18415,02:34,
2018,04/12/2018,Minnesota Wild,3,Vancouver Canucks,2,,17122,02:25,
2018,04/12/2018,Washington Capitals,3,Vegas Golden Knights,5,,18275,02:36,
2018,05/12/2018,Chicago Blackhawks,2,Anaheim Ducks,4,,15696,02:24,
2018,05/12/2018,Carolina Hurricanes,1,San Jose Sharks,5,,17119,02:24,
2018,05/12/2018,Edmonton Oilers,3,St. Louis Blues,2,SO,16551,02:37,
2018,06/12/2018,Washington Capitals,4,Arizona Coyotes,2,,11910,02:21,
2018,06/12/2018,Minnesota Wild,0,Calgary Flames,2,,17690,02:33,
2018,06/12/2018,Colorado Avalanche,5,Florida Panthers,2,,10077,02:29,
2018,06/12/2018,New Jersey Devils,6,Los Angeles Kings,3,,17568,02:47,
2018,06/12/2018,Montreal Canadiens,5,Ottawa Senators,2,,15820,02:24,
2018,06/12/2018,Columbus Blue Jackets,4,Philadelphia Flyers,3,OT,19428,02:30,
2018,06/12/2018,New York Islanders,2,Pittsburgh Penguins,6,,18440,02:25,
2018,06/12/2018,Boston Bruins,2,Tampa Bay Lightning,3,,19092,02:24,
2018,06/12/2018,Detroit Red Wings,5,Toronto Maple Leafs,4,OT,19392,02:37,
2018,06/12/2018,Nashville Predators,3,Vancouver Canucks,5,,16894,02:25,
2018,06/12/2018,Chicago Blackhawks,3,Vegas Golden Knights,4,,18494,02:32,
2018,07/12/2018,Carolina Hurricanes,4,Anaheim Ducks,1,,15573,02:35,
2018,07/12/2018,San Jose Sharks,2,Dallas Stars,3,,18342,02:26,
2018,07/12/2018,Minnesota Wild,2,Edmonton Oilers,7,,18347,02:28,
2018,07/12/2018,St. Louis Blues,1,Winnipeg Jets,0,,15321,02:27,
2018,08/12/2018,San Jose Sharks,5,Arizona Coyotes,3,,13780,02:29,
2018,08/12/2018,Toronto Maple Leafs,3,Boston Bruins,6,,17565,02:39,
2018,08/12/2018,Philadelphia Flyers,6,Buffalo Sabres,2,,18283,02:29,
2018,08/12/2018,Washington Capitals,4,Columbus Blue Jackets,0,,18501,02:29,
2018,08/12/2018,Nashville Predators,2,Calgary Flames,5,,17717,02:17,
2018,08/12/2018,New York Islanders,3,Detroit Red Wings,2,,19515,02:39,at Little Caesars Arena (Detroit MI)
2018,08/12/2018,New York Rangers,5,Florida Panthers,4,SO,15295,02:43,
2018,08/12/2018,Vegas Golden Knights,1,Los Angeles Kings,5,,17631,02:25,
2018,08/12/2018,Pittsburgh Penguins,1,Ottawa Senators,2,OT,15795,02:28,
2018,08/12/2018,Colorado Avalanche,1,Tampa Bay Lightning,7,,19092,02:32,
2018,09/12/2018,New Jersey Devils,5,Anaheim Ducks,6,SO,16470,02:45,
2018,09/12/2018,Montreal Canadiens,3,Chicago Blackhawks,2,,21057,02:32,
2018,09/12/2018,Calgary Flames,0,Edmonton Oilers,1,,18347,02:25,
2018,09/12/2018,Boston Bruins,2,Ottawa Senators,1,OT,13148,02:33,
2018,09/12/2018,Vancouver Canucks,6,St. Louis Blues,1,,16841,02:22,
2018,09/12/2018,Dallas Stars,2,Vegas Golden Knights,4,,18240,02:31,
2018,09/12/2018,Philadelphia Flyers,1,Winnipeg Jets,7,,15321,02:38,
2018,10/12/2018,Los Angeles Kings,1,Detroit Red Wings,3,,18322,02:24,at Little Caesars Arena (Detroit MI)
2018,10/12/2018,Pittsburgh Penguins,2,New York Islanders,1,SO,13917,02:43,at Nassau Veterans Memorial Coliseum (Uniondale NY)
2018,10/12/2018,New Jersey Devils,2,San Jose Sharks,5,,17097,02:28,
2018,10/12/2018,New York Rangers,3,Tampa Bay Lightning,6,,19092,02:33,
2018,11/12/2018,Arizona Coyotes,3,Boston Bruins,4,,17565,02:35,
2018,11/12/2018,Los Angeles Kings,3,Buffalo Sabres,4,OT,17897,02:50,
2018,11/12/2018,Toronto Maple Leafs,4,Carolina Hurricanes,1,,11907,02:21,
2018,11/12/2018,Vancouver Canucks,3,Columbus Blue Jackets,2,,14689,02:28,
2018,11/12/2018,Edmonton Oilers,6,Colorado Avalanche,4,,15809,02:36,
2018,11/12/2018,Montreal Canadiens,1,Minnesota Wild,7,,18681,02:24,
2018,11/12/2018,Ottawa Senators,1,Nashville Predators,3,,17162,02:24,
2018,11/12/2018,Florida Panthers,3,St. Louis Blues,4,,16255,02:38,
2018,11/12/2018,Chicago Blackhawks,3,Winnipeg Jets,6,,15321,02:23,
2018,11/12/2018,Detroit Red Wings,2,Washington Capitals,6,,18506,02:35,
2018,12/12/2018,Dallas Stars,3,Anaheim Ducks,6,,16810,02:32,
2018,12/12/2018,Philadelphia Flyers,5,Calgary Flames,6,OT,17763,02:31,
2018,12/12/2018,Pittsburgh Penguins,3,Chicago Blackhawks,6,,21232,02:28,
2018,12/12/2018,Vegas Golden Knights,3,New York Islanders,2,,9182,02:39,
2018,13/12/2018,Arizona Coyotes,1,Buffalo Sabres,3,,16872,02:33,
2018,13/12/2018,Los Angeles Kings,1,Columbus Blue Jackets,4,,15087,02:30,
2018,13/12/2018,Florida Panthers,1,Minnesota Wild,5,,18714,02:32,
2018,13/12/2018,Carolina Hurricanes,4,Montreal Canadiens,6,,20407,02:33,
2018,13/12/2018,Vancouver Canucks,3,Nashville Predators,4,OT,17206,02:41,
2018,13/12/2018,Dallas Stars,2,San Jose Sharks,3,,17185,02:30,
2018,13/12/2018,Toronto Maple Leafs,1,Tampa Bay Lightning,4,,19092,02:39,
2018,13/12/2018,Edmonton Oilers,4,Winnipeg Jets,5,OT,15321,02:35,
2018,14/12/2018,Washington Capitals,6,Carolina Hurricanes,5,SO,14446,02:45,
2018,14/12/2018,Winnipeg Jets,4,Chicago Blackhawks,3,OT,21235,02:33,
2018,14/12/2018,Ottawa Senators,4,Detroit Red Wings,2,,18330,02:32,at Little Caesars Arena (Detroit MI)
2018,14/12/2018,Philadelphia Flyers,1,Edmonton Oilers,4,,18347,02:24,
2018,14/12/2018,Vegas Golden Knights,4,New Jersey Devils,5,OT,14076,02:31,
2018,14/12/2018,Arizona Coyotes,4,New York Rangers,3,OT,17441,02:33,
2018,14/12/2018,Boston Bruins,3,Pittsburgh Penguins,5,,18549,02:32,
2018,14/12/2018,Colorado Avalanche,3,St. Louis Blues,4,OT,16366,02:39,
2018,15/12/2018,Anaheim Ducks,2,Columbus Blue Jackets,1,OT,16171,02:33,
2018,15/12/2018,Dallas Stars,4,Colorado Avalanche,6,,17626,02:54,
2018,15/12/2018,Toronto Maple Leafs,3,Florida Panthers,4,OT,14177,02:48,
2018,15/12/2018,Calgary Flames,2,Minnesota Wild,1,,18882,02:25,
2018,15/12/2018,Ottawa Senators,2,Montreal Canadiens,5,,21302,02:33,
2018,15/12/2018,New Jersey Devils,1,Nashville Predators,2,SO,17446,02:57,
2018,15/12/2018,Detroit Red Wings,3,New York Islanders,4,SO,13917,02:47,at Nassau Veterans Memorial Coliseum (Uniondale NY)
2018,15/12/2018,Los Angeles Kings,3,Pittsburgh Penguins,4,OT,18627,02:32,
2018,15/12/2018,Philadelphia Flyers,1,Vancouver Canucks,5,,17238,02:23,
2018,15/12/2018,Buffalo Sabres,3,Washington Capitals,4,SO,18506,02:43,
2018,16/12/2018,Buffalo Sabres,4,Boston Bruins,2,,17565,02:34,
2018,16/12/2018,Arizona Coyotes,0,Carolina Hurricanes,3,,13051,02:25,
2018,16/12/2018,San Jose Sharks,7,Chicago Blackhawks,3,,21237,02:26,
2018,16/12/2018,Vegas Golden Knights,4,New York Rangers,3,OT,17660,02:38,
2018,16/12/2018,Calgary Flames,7,St. Louis Blues,2,,17064,02:26,
2018,16/12/2018,Edmonton Oilers,2,Vancouver Canucks,4,,18036,02:23,
2018,16/12/2018,Tampa Bay Lightning,4,Winnipeg Jets,5,OT,15321,02:38,
2018,17/12/2018,Vegas Golden Knights,0,Columbus Blue Jackets,1,,15008,02:21,
2018,17/12/2018,New York Islanders,4,Colorado Avalanche,1,,15066,02:29,
2018,17/12/2018,Boston Bruins,4,Montreal Canadiens,0,,21302,02:22,
2018,17/12/2018,Nashville Predators,3,Ottawa Senators,4,OT,14492,02:37,
2018,17/12/2018,Anaheim Ducks,4,Pittsburgh Penguins,2,,18575,02:23,
2018,18/12/2018,New York Islanders,3,Arizona Coyotes,1,,11640,02:25,
2018,18/12/2018,Florida Panthers,5,Buffalo Sabres,2,,17602,02:27,
2018,18/12/2018,Nashville Predators,1,Chicago Blackhawks,2,,21223,02:29,
2018,18/12/2018,Calgary Flames,0,Dallas Stars,2,,18127,02:32,
2018,18/12/2018,St. Louis Blues,4,Edmonton Oilers,1,,18347,02:33,
2018,18/12/2018,Winnipeg Jets,1,Los Angeles Kings,4,,17405,02:30,
2018,18/12/2018,San Jose Sharks,4,Minnesota Wild,0,,18870,02:23,
2018,18/12/2018,Toronto Maple Leafs,7,New Jersey Devils,2,,14586,02:30,
2018,18/12/2018,Anaheim Ducks,1,New York Rangers,3,,17590,02:27,
2018,18/12/2018,Detroit Red Wings,2,Philadelphia Flyers,3,,19255,02:30,
2018,18/12/2018,Tampa Bay Lightning,5,Vancouver Canucks,2,,17193,02:42,
2018,19/12/2018,Montreal Canadiens,1,Colorado Avalanche,2,,15469,02:32,
2018,19/12/2018,Pittsburgh Penguins,2,Washington Capitals,1,,18506,02:34,
2018,20/12/2018,Montreal Canadiens,2,Arizona Coyotes,1,,11149,02:29,
2018,20/12/2018,Anaheim Ducks,1,Boston Bruins,3,,17565,02:30,
2018,20/12/2018,Detroit Red Wings,4,Carolina Hurricanes,1,,13548,02:36,
2018,20/12/2018,New Jersey Devils,1,Columbus Blue Jackets,2,,15595,02:30,
2018,20/12/2018,Tampa Bay Lightning,5,Calgary Flames,4,SO,19289,02:50,
2018,20/12/2018,Chicago Blackhawks,5,Dallas Stars,2,,18532,02:31,
2018,20/12/2018,Nashville Predators,1,Philadelphia Flyers,2,,19142,02:23,
2018,20/12/2018,Minnesota Wild,1,Pittsburgh Penguins,2,,18435,02:29,
2018,20/12/2018,Winnipeg Jets,5,San Jose Sharks,3,,17213,02:29,
2018,20/12/2018,Florida Panthers,1,Toronto Maple Leafs,6,,19329,02:31,
2018,20/12/2018,St. Louis Blues,1,Vancouver Canucks,5,,18261,02:31,
2018,20/12/2018,New York Islanders,2,Vegas Golden Knights,4,,18226,02:35,
2018,21/12/2018,Chicago Blackhawks,2,Colorado Avalanche,1,,17850,02:26,
2018,21/12/2018,Ottawa Senators,2,New Jersey Devils,5,,14614,02:38,
2018,21/12/2018,Buffalo Sabres,1,Washington Capitals,2,,18506,02:27,
2018,22/12/2018,Colorado Avalanche,4,Arizona Coyotes,6,,13896,02:35,
2018,22/12/2018,Nashville Predators,2,Boston Bruins,5,,17565,02:33,
2018,22/12/2018,Anaheim Ducks,0,Buffalo Sabres,3,,19070,02:33,
2018,22/12/2018,Pittsburgh Penguins,3,Carolina Hurricanes,0,,16264,02:24,
2018,22/12/2018,St. Louis Blues,3,Calgary Flames,1,,18683,02:23,
2018,22/12/2018,Florida Panthers,2,Detroit Red Wings,1,,19515,02:28,at Little Caesars Arena (Detroit MI)
2018,22/12/2018,Tampa Bay Lightning,6,Edmonton Oilers,3,,18347,02:39,
2018,22/12/2018,Dallas Stars,2,Minnesota Wild,1,OT,19074,02:40,
2018,22/12/2018,Washington Capitals,4,Ottawa Senators,0,,15605,02:19,
2018,22/12/2018,Columbus Blue Jackets,4,Philadelphia Flyers,3,,19311,02:26,
2018,22/12/2018,Los Angeles Kings,3,San Jose Sharks,2,OT,17562,02:35,
2018,22/12/2018,New York Rangers,3,Toronto Maple Leafs,5,,19466,02:21,
2018,22/12/2018,Winnipeg Jets,1,Vancouver Canucks,0,,18028,02:23,
2018,22/12/2018,Montreal Canadiens,4,Vegas Golden Knights,3,OT,18173,02:33,
2018,23/12/2018,Boston Bruins,3,Carolina Hurricanes,5,,17491,02:37,
2018,23/12/2018,Florida Panthers,6,Chicago Blackhawks,3,,21789,02:16,
2018,23/12/2018,New York Islanders,3,Dallas Stars,1,,18031,02:26,
2018,23/12/2018,Columbus Blue Jackets,3,New Jersey Devils,0,,12872,02:26,
2018,23/12/2018,Philadelphia Flyers,3,New York Rangers,2,SO,17515,02:43,
2018,23/12/2018,Arizona Coyotes,4,San Jose Sharks,3,SO,17325,02:38,
2018,23/12/2018,Detroit Red Wings,4,Toronto Maple Leafs,5,OT,19196,02:31,
2018,23/12/2018,Los Angeles Kings,4,Vegas Golden Knights,3,OT,18225,02:25,
2018,27/12/2018,New Jersey Devils,5,Boston Bruins,2,,17565,02:31,
2018,27/12/2018,Minnesota Wild,2,Chicago Blackhawks,5,,21735,02:36,
2018,27/12/2018,Vancouver Canucks,4,Edmonton Oilers,2,,18347,02:27,
2018,27/12/2018,Arizona Coyotes,1,Los Angeles Kings,2,,18230,02:30,
2018,27/12/2018,Dallas Stars,2,Nashville Predators,0,,17697,02:37,
2018,27/12/2018,Columbus Blue Jackets,4,New York Rangers,3,OT,18006,02:29,
2018,27/12/2018,Detroit Red Wings,2,Pittsburgh Penguins,5,,18639,02:28,
2018,27/12/2018,Anaheim Ducks,2,San Jose Sharks,4,,17562,02:24,
2018,27/12/2018,Buffalo Sabres,1,St. Louis Blues,4,,17867,02:21,
2018,27/12/2018,Philadelphia Flyers,5,Tampa Bay Lightning,6,OT,19092,02:41,
2018,27/12/2018,Colorado Avalanche,1,Vegas Golden Knights,2,,18505,02:27,
2018,27/12/2018,Calgary Flames,4,Winnipeg Jets,1,,15321,02:29,
2018,27/12/2018,Carolina Hurricanes,1,Washington Capitals,3,,18506,02:29,
2018,28/12/2018,Toronto Maple Leafs,4,Columbus Blue Jackets,2,,18963,02:24,
2018,28/12/2018,Montreal Canadiens,5,Florida Panthers,3,,19512,02:24,
2018,28/12/2018,Ottawa Senators,3,New York Islanders,6,,13434,02:35,
2018,29/12/2018,Arizona Coyotes,5,Anaheim Ducks,4,OT,17174,02:33,
2018,29/12/2018,Boston Bruins,3,Buffalo Sabres,2,OT,19070,02:29,
2018,29/12/2018,Vancouver Canucks,3,Calgary Flames,2,OT,19289,02:35,
2018,29/12/2018,Chicago Blackhawks,3,Colorado Avalanche,2,OT,18028,02:33,
2018,29/12/2018,Detroit Red Wings,1,Dallas Stars,5,,18532,02:36,
2018,29/12/2018,San Jose Sharks,7,Edmonton Oilers,4,,18347,02:29,
2018,29/12/2018,Philadelphia Flyers,1,Florida Panthers,2,,15737,02:30,
2018,29/12/2018,Vegas Golden Knights,4,Los Angeles Kings,1,,18230,02:28,
2018,29/12/2018,Carolina Hurricanes,0,New Jersey Devils,2,,16514,02:36,
2018,29/12/2018,New York Rangers,4,Nashville Predators,3,,17673,02:37,
2018,29/12/2018,Washington Capitals,3,Ottawa Senators,2,,16808,02:30,
2018,29/12/2018,Pittsburgh Penguins,6,St. Louis Blues,1,,17475,02:33,
2018,29/12/2018,Montreal Canadiens,5,Tampa Bay Lightning,6,,19092,02:37,
2018,29/12/2018,New York Islanders,4,Toronto Maple Leafs,0,,19514,02:29,
2018,29/12/2018,Minnesota Wild,3,Winnipeg Jets,1,,15321,02:25,
2018,30/12/2018,Vegas Golden Knights,5,Arizona Coyotes,1,,17125,02:31,
2018,31/12/2018,Tampa Bay Lightning,2,Anaheim Ducks,1,OT,17340,02:25,
2018,31/12/2018,New York Islanders,3,Buffalo Sabres,1,,19070,02:26,
2018,31/12/2018,Philadelphia Flyers,1,Carolina Hurricanes,3,,16644,02:27,
2018,31/12/2018,Ottawa Senators,3,Columbus Blue Jackets,6,,18549,02:41,
2018,31/12/2018,San Jose Sharks,5,Calgary Flames,8,,19289,02:43,
2018,31/12/2018,Los Angeles Kings,3,Colorado Avalanche,2,OT,18017,02:27,
2018,31/12/2018,Montreal Canadiens,3,Dallas Stars,2,OT,18532,02:29,
2018,31/12/2018,Florida Panthers,4,Detroit Red Wings,3,SO,19515,02:52,at Little Caesars Arena (Detroit MI)
2018,31/12/2018,Winnipeg Jets,4,Edmonton Oilers,3,,18347,02:27,
2018,31/12/2018,Pittsburgh Penguins,3,Minnesota Wild,2,,19163,02:29,
2018,31/12/2018,Vancouver Canucks,0,New Jersey Devils,4,,15772,02:21,
2018,31/12/2018,New York Rangers,2,St. Louis Blues,1,,16849,02:29,
2018,31/12/2018,Nashville Predators,6,Washington Capitals,3,,18506,02:33,
2018,01/01/2019,Boston Bruins,4,Chicago Blackhawks,2,,76126,02:37,at Notre Dame Stadium (Notre Dame IN)
2018,01/01/2019,Philadelphia Flyers,0,Nashville Predators,4,,17481,02:26,
2018,01/01/2019,Los Angeles Kings,0,Vegas Golden Knights,2,,18319,02:23,
2018,02/01/2019,Edmonton Oilers,3,Arizona Coyotes,1,,12583,02:24,
2018,02/01/2019,San Jose Sharks,5,Colorado Avalanche,4,,17891,02:31,
2018,02/01/2019,New Jersey Devils,4,Dallas Stars,5,,18133,02:29,
2018,02/01/2019,Calgary Flames,5,Detroit Red Wings,3,,19515,02:36,at Little Caesars Arena (Detroit MI)
2018,02/01/2019,Pittsburgh Penguins,7,New York Rangers,2,,18006,02:31,
2018,02/01/2019,Vancouver Canucks,4,Ottawa Senators,3,OT,16358,02:41,
2018,03/01/2019,Calgary Flames,4,Boston Bruins,6,,17565,02:23,
2018,03/01/2019,Florida Panthers,3,Buffalo Sabres,4,,18551,02:36,
